,gene,Group1,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Group11,Group12,Group13,Group14,Group15,statisticsValue,P-value,Adj P-value
3158,SUCNR1,-0.19712,-0.1601,-0.15139,-0.169,-0.1889,-0.20346,-0.20415,-0.223,-0.15617,-0.01111,0.33593,-0.07952,-0.13746,-0.12511,-0.02536,331.42061,3.22e-62,2.2e-58
3159,SUGP1,-0.02188,-0.07342,-0.07387,-0.06917,-0.04887,-0.09753,-0.05703,0.03651,-0.08754,-0.09777,-0.09519,-0.09065,-0.06255,-0.05209,-0.08494,70.16179,1.8e-09,8.8e-06
3160,SUGP2,-0.28084,-0.26212,-0.24904,-0.25449,-0.21424,-0.10728,-0.18915,-0.28696,-0.20259,-0.14887,-0.14501,-0.0475,-0.21989,-0.20241,-0.17566,75.80704,1.68e-10,8.51e-07
3161,SULT1A1,-0.04761,-0.09786,-0.09529,-0.09707,-0.11496,-0.10742,-0.0043,0.0817,-0.10546,-0.09236,-0.08558,-0.04455,-0.09819,-0.08046,-0.10449,119.2919,8.66e-19,5.09e-15
3162,SUMF2,-0.26898,-0.18637,-0.19249,-0.19908,-0.19145,-0.13279,-0.31247,-0.26867,-0.21276,-0.10607,-0.05528,-0.07985,-0.18894,-0.26094,-0.21247,104.13757,7.6e-16,4.32e-12
3163,SUMO1,-0.29477,-0.19777,-0.21722,-0.11009,-0.14837,-0.06926,-0.31236,-0.33611,-0.19073,-0.17745,-0.15269,-0.13797,-0.22781,-0.14557,-0.1087,121.71922,2.9e-19,1.71e-15
3164,SUMO2,-0.19575,0.01333,-0.04781,0.13629,0.13318,0.03657,-0.4688,-0.66912,-0.07234,-0.18088,-0.28331,-0.22232,-0.06385,-0.06897,0.03298,615.67467,2.45e-122,1.76e-118
3165,SUMO3,-0.24533,-0.08357,-0.11683,0.0713,-0.18422,-0.08047,-0.29985,-0.42007,-0.2345,-0.07927,-0.12208,-0.06281,-0.09358,-0.24978,0.00844,184.55627,7.7e-32,4.88e-28
3166,SUMO4,-0.26879,-0.1973,-0.16901,-0.15136,-0.07853,-0.07055,-0.35048,-0.46062,-0.20772,-0.15816,-0.19647,-0.23741,-0.14712,-0.18853,-0.11482,194.87887,6.09e-34,3.9e-30
3167,SUN2,-0.10316,-0.10879,-0.11178,-0.20832,-0.19115,-0.25077,-0.25125,-0.24584,-0.11338,-0.07892,-0.12261,0.04729,0.00859,0.0389,0.08092,124.3725,8.73e-20,5.18e-16
3168,SUOX,-0.06892,-0.07866,-0.08998,-0.09041,-0.09539,-0.09974,0.00741,0.12212,-0.08882,-0.09695,-0.09693,-0.0831,-0.08187,-0.0928,-0.08057,131.14397,4.04e-21,2.42e-17
3169,SUPT16H,-0.39399,-0.37603,-0.26907,-0.15809,-0.20909,0.07699,-0.21186,-0.44437,-0.24582,-0.12851,-0.23723,-0.21685,-0.26784,-0.24622,-0.19222,453.55997,6.29e-88,4.42e-84
3170,SUPT4H1,-0.20707,-0.19161,-0.17478,-0.13327,-0.19413,-0.05549,-0.29512,-0.26609,-0.22488,-0.18149,-0.13858,-0.1372,-0.21003,-0.20994,-0.28124,81.47528,1.51e-11,7.83e-08
3171,SURF1,-0.04384,-0.08532,-0.10668,-0.11097,-0.10215,-0.11127,-0.03926,-0.00159,-0.09778,-0.11151,-0.09142,-0.10813,-0.10697,-0.09184,-0.10222,63.82058,2.48e-08,0.000115
3172,SURF4,-0.34195,-0.30449,-0.29899,-0.21524,-0.26201,-0.15704,-0.34634,-0.36868,0.0031,-0.17047,0.25513,0.03297,-0.32206,-0.30274,-0.20239,423.99824,1.1e-81,7.71e-78
3173,SUV39H2,-0.04238,-0.07132,-0.07236,-0.05264,-0.06665,-0.08743,0.00015,0.09031,-0.07602,-0.08268,-0.08791,-0.09415,-0.06919,-0.0691,-0.08352,106.93524,2.19e-16,1.26e-12
3174,SUZ12,-0.33634,-0.28571,-0.24353,-0.18767,-0.30679,-0.0699,0.20914,-0.30494,-0.12199,-0.18472,-0.16717,-0.14799,-0.22488,-0.21344,-0.14519,155.09444,6.86e-26,4.24e-22
3175,SV2A,-0.11514,-0.1295,-0.11132,-0.07756,-0.10383,-0.15874,-0.14611,-0.16556,-0.14284,-0.06643,0.01368,-0.10288,-0.13761,-0.14027,-0.14757,53.73338,1.43e-06,0.00591
3176,SVIP,-0.25036,-0.20186,-0.18466,-0.18267,-0.16883,-0.04825,-0.22191,-0.20699,-0.20763,-0.13606,-0.19541,-0.25823,-0.22876,-0.15463,-0.0017,85.83381,2.31e-12,1.23e-08
3177,SWT1,-0.03349,-0.07431,-0.06966,-0.06773,-0.05174,-0.06135,-0.01933,-0.02086,-0.08589,-0.09342,-0.07728,-0.06988,-0.05276,-0.0495,-0.08021,53.4554,1.59e-06,0.00656
3178,SYK,-0.20905,-0.20626,-0.16483,-0.09607,-0.15194,-0.25515,-0.39892,-0.3949,-0.25459,-0.11269,0.16642,0.30645,-0.10151,-0.16713,0.16851,391.6207,7.38e-75,5.11e-71
3179,SYNCRIP,-0.38974,-0.26312,-0.22204,-0.09875,0.049,0.00109,-0.4602,-0.56318,-0.20641,0.05604,-0.12994,-0.03412,-0.20728,-0.11128,-0.17817,521.52622,2.52e-102,1.79e-98
3180,SYNGR1,-0.43484,-0.44913,-0.40213,-0.4814,-0.46733,0.16055,-0.4207,-0.43782,-0.40018,-0.31803,-0.0104,-0.17911,-0.41538,-0.31672,-0.44795,871.05543,6.85e-177,4.99e-173
3181,SYNGR2,-0.23465,-0.21389,-0.2129,-0.23724,-0.15995,-0.12928,-0.2279,-0.20194,-0.09927,-0.11061,-0.02922,-0.06714,-0.23837,-0.24048,-0.23778,75.70519,1.76e-10,8.87e-07
3182,SYPL1,0.21132,0.16143,0.07744,0.14808,0.19384,-0.24982,-0.42235,-0.40296,-0.1227,-0.05915,-0.14391,-0.16259,0.08115,-0.20226,-0.15734,428.6163,1.17e-82,8.19e-79
3183,SYVN1,-0.194,-0.19068,-0.17857,-0.18388,-0.15788,-0.13385,-0.17648,-0.16414,-0.15756,-0.12203,0.0399,-0.08754,-0.19228,-0.17124,-0.17218,65.31681,1.34e-08,6.29e-05
3184,TAB1,-0.09001,-0.11741,-0.11916,-0.12432,-0.11959,-0.11152,-0.07414,-0.0179,-0.12285,-0.12261,-0.12513,-0.12342,-0.12723,-0.10642,-0.11701,50.47705,5.08e-06,0.0202
3185,TACC1,-0.24189,-0.22895,-0.24105,-0.15944,-0.23774,-0.08448,0.22346,-0.19439,-0.16979,-0.1954,-0.17751,-0.10914,-0.23653,-0.24092,-0.08946,96.09175,2.65e-14,1.46e-10
3186,TACC3,-0.27388,-0.279,-0.19782,-0.26618,-0.24859,-0.12649,0.1617,-0.1563,-0.226,-0.14739,-0.16091,-0.16646,-0.24584,-0.22244,-0.09859,65.2178,1.4e-08,6.55e-05
3187,TADA1,-0.0297,-0.06603,-0.08995,-0.09844,-0.0886,-0.09781,0.00201,-0.01495,-0.07588,-0.09624,-0.11239,-0.10822,-0.09001,-0.01537,-0.00943,58.8527,1.86e-07,0.00082
3188,TADA3,-0.2644,-0.24575,-0.24654,-0.07625,-0.14036,-0.10326,-0.25498,-0.23835,-0.15904,-0.1925,-0.12035,-0.12057,-0.23459,-0.26392,-0.15184,79.7914,3.09e-11,1.6e-07
3189,TAF10,-0.27209,-0.25538,-0.22881,-0.08505,-0.1719,-0.11614,-0.28799,-0.30323,-0.22388,-0.1861,-0.07084,-0.04476,-0.24585,-0.23589,-0.16687,99.34892,6.32e-15,3.54e-11
3190,TAF15,-0.31288,-0.28073,-0.25444,-0.21562,-0.24446,-0.11473,-0.2958,-0.43201,-0.15829,-0.05031,-0.04312,-0.00788,-0.24191,-0.23102,-0.10871,208.25973,1.12e-36,7.26e-33
3191,TAF1B,-0.07673,-0.06249,-0.05851,-0.0485,-0.07208,-0.06647,0.12614,0.0616,-0.01748,-0.06246,-0.07279,-0.06896,-0.03416,-0.02441,-0.05553,88.56679,7.07e-13,3.8e-09
3192,TAF1D,-0.10424,-0.04737,-0.10065,-0.16033,-0.15407,-0.15082,-0.39025,-0.35996,-0.18118,-0.0145,-0.08489,-0.09561,-0.12621,-0.16615,-0.28104,174.36375,8.98e-30,5.65e-26
3193,TAF7,-0.10069,-0.03844,-0.09323,-0.21519,-0.12868,-0.16643,-0.33294,-0.3534,-0.09688,-0.10228,-0.13468,-0.09059,-0.14096,-0.10392,-0.05445,98.89585,7.72e-15,4.31e-11
3194,TAF9,-0.36343,-0.32932,-0.28579,-0.22261,-0.27744,0.05387,-0.38734,-0.3854,-0.2508,-0.21934,-0.15545,-0.20085,-0.29588,-0.32543,-0.33975,396.79533,6e-76,4.17e-72
3195,TAF9B,-0.00535,-0.03132,-0.07049,-0.03592,-0.08137,-0.08869,0.00897,-0.00817,-0.05652,-0.08123,-0.09172,-0.09011,-0.08114,-0.04025,-0.08303,54.55993,1.03e-06,0.0043
3196,TAGLN2,-0.30693,0.03704,-0.15673,1.17705,0.55922,-0.05643,-0.51227,-0.46752,-0.0306,-0.05122,-0.18071,-0.03538,-0.25164,-0.35588,-0.29652,575.83987,7.33e-114,5.24e-110
3197,TAL1,-0.22407,-0.20714,-0.23598,-0.19602,-0.20361,-0.11296,0.2376,0.14791,-0.18665,-0.23842,-0.2558,-0.26179,-0.2525,-0.25924,-0.26999,225.2202,3.71e-40,2.43e-36
3198,TALDO1,-0.25039,-0.17213,-0.20517,-0.10857,-0.19447,-0.17904,-0.2301,0.00199,-0.15568,-0.15186,0.15509,-0.15048,-0.2654,-0.42639,-0.38506,236.20705,2.03e-42,1.33e-38
3199,TAMM41,-0.01824,-0.0548,-0.04253,-0.06295,-0.08537,-0.08916,0.0078,0.10518,-0.07998,-0.09656,-0.09903,-0.0908,-0.06272,-0.03683,-0.08903,143.63248,1.34e-23,8.19e-20
3200,TANGO2,-0.20548,-0.20919,-0.20855,-0.2079,-0.18442,-0.10795,0.11694,0.10093,-0.18541,-0.1804,-0.18581,-0.18232,-0.206,-0.20208,-0.20934,130.20672,6.19e-21,3.7e-17
3201,TAOK3,0.14881,0.1099,0.16062,-0.07164,0.04875,-0.27905,-0.41814,-0.44751,-0.054,0.11844,-0.13275,-0.00842,0.02271,-0.21362,-0.06766,461.02726,1.66e-89,1.17e-85
3202,TAPBP,-0.18704,-0.1651,-0.13858,-0.28143,-0.21532,-0.22273,-0.28517,-0.28697,-0.18326,-0.08909,-0.02745,0.05843,-0.09606,-0.05527,-0.06753,133.19756,1.59e-21,9.54e-18
3203,TAPBPL,-0.089,-0.09001,-0.0955,-0.10086,-0.11199,-0.11028,-0.04736,0.06266,-0.09999,-0.08051,-0.09488,-0.09932,-0.09331,-0.10047,-0.06893,81.33221,1.6e-11,8.32e-08
3204,TARBP1,-0.19673,-0.17804,-0.12179,-0.22258,-0.16932,-0.1118,-0.28448,-0.20409,-0.24856,-0.08424,-0.10778,-0.13899,-0.10945,-0.20822,-0.18721,58.86747,1.85e-07,0.000815
3205,TARBP2,-0.03248,-0.05792,-0.06757,-0.07743,-0.07537,-0.0947,0.06444,0.00615,-0.09375,-0.10222,-0.076,-0.09544,-0.08007,-0.05128,-0.07909,77.3424,8.78e-11,4.48e-07
3206,TARDBP,-0.30368,-0.27282,-0.19929,-0.16101,-0.21226,-0.0973,-0.24801,-0.33979,-0.1845,-0.0991,-0.08597,-0.04184,-0.26309,-0.20613,-0.15914,125.67701,4.84e-20,2.87e-16
3207,TARS,-0.28373,-0.2393,-0.24494,-0.08466,-0.10066,-0.07656,-0.17462,-0.17405,-0.18602,-0.18381,-0.1866,-0.15338,-0.23757,-0.16118,-0.1525,62.03964,5.13e-08,0.000233
3208,TARS2,-0.06545,-0.10072,-0.09034,-0.07109,-0.09517,-0.10965,-0.02509,0.01365,-0.10727,-0.11057,-0.0766,-0.08641,-0.08315,-0.07428,-0.09966,61.68891,5.92e-08,0.000268
3209,TAX1BP1,-0.18241,-0.17664,-0.21725,-0.17178,-0.18804,-0.18605,-0.20199,-0.0296,-0.05574,-0.12832,0.04173,-0.09877,-0.2068,-0.19207,-0.09427,96.29628,2.42e-14,1.34e-10
3210,TAX1BP3,-0.01802,-0.07753,-0.0389,-0.07191,-0.04266,-0.09372,-0.01196,0.01242,-0.07917,-0.0913,-0.0786,-0.08116,-0.06973,-0.07717,-0.08355,58.49074,2.15e-07,0.000944
3211,TBC1D23,-0.17917,-0.17713,-0.17934,-0.16282,-0.17097,-0.03581,-0.12903,-0.1368,-0.14942,-0.17482,-0.14557,-0.14063,-0.15944,-0.18568,-0.17288,54.99912,8.66e-07,0.00364
3212,TBC1D24,-0.05999,-0.10287,-0.09024,-0.10496,-0.10525,-0.08761,-0.07546,0.02344,-0.10597,-0.10146,-0.08565,-0.08952,-0.09357,-0.08767,-0.11674,53.12334,1.81e-06,0.00746
3213,TBC1D31,-0.06676,-0.0916,-0.05593,-0.09863,-0.0837,-0.09586,0.01213,0.00809,-0.10544,-0.10732,-0.11435,-0.1134,-0.07605,-0.06998,-0.09074,54.91816,8.94e-07,0.00375
3214,TBC1D5,-0.24223,-0.20064,-0.16108,-0.13175,-0.21226,-0.11951,-0.25114,-0.26369,-0.20338,-0.12117,-0.1601,-0.09703,-0.1902,-0.18501,-0.15216,51.94934,2.87e-06,0.0116
3215,TBC1D7,-0.16304,-0.17548,-0.17553,-0.17715,-0.16843,-0.05273,-0.16306,-0.15537,-0.18092,-0.17734,-0.16039,-0.17081,-0.17995,-0.1706,-0.14402,50.53396,4.97e-06,0.0198
3216,TBCA,-0.27401,-0.22739,-0.17892,-0.15617,-0.09927,-0.0191,-0.54874,-0.58388,-0.19225,-0.04965,-0.04919,-0.08868,-0.13185,-0.08058,-0.05422,479.87194,1.7e-93,1.2e-89
3217,TBCB,-0.24859,-0.15277,-0.15574,-0.00149,-0.14971,-0.16373,-0.29803,-0.30625,-0.10635,-0.10336,-0.13881,0.02005,-0.14154,-0.15456,-0.07233,84.90061,3.45e-12,1.82e-08
3218,TBCE,-0.07326,-0.11934,-0.11217,-0.12412,-0.11904,-0.11545,-0.01505,-0.05754,-0.11943,-0.12486,-0.12096,-0.13076,-0.12667,-0.1107,-0.1229,50.2581,5.53e-06,0.0219
3219,TBCEL,-0.14141,-0.13466,-0.13063,-0.15641,-0.10822,-0.12678,-0.08297,0.0837,-0.12025,-0.12924,-0.14313,-0.13947,-0.15273,-0.13391,-0.11863,94.50369,5.31e-14,2.92e-10
3220,TBL2,-0.0695,-0.09927,-0.1246,-0.11557,-0.12775,-0.13175,0.03801,-0.06421,-0.12446,-0.11567,-0.07418,-0.10925,-0.10611,-0.08123,-0.11368,59.96021,1.19e-07,0.000531
3221,TBP,-0.07312,-0.11065,-0.11524,-0.11302,-0.12182,-0.09281,-0.00191,0.02282,-0.12084,-0.10666,-0.11396,-0.12137,-0.11532,-0.10649,-0.12623,74.901,2.47e-10,1.24e-06
3222,TBRG4,-0.07352,-0.09737,-0.10859,-0.11831,-0.11773,-0.10115,-0.03855,-0.00311,-0.10836,-0.11669,-0.10318,-0.12104,-0.06767,-0.04673,-0.12118,70.81893,1.37e-09,6.72e-06
3223,TCEA1,-0.32981,-0.26284,-0.25695,-0.18364,-0.18466,0.05142,-0.21556,-0.15022,-0.22268,-0.22896,-0.3345,-0.25607,-0.22102,-0.27754,-0.22642,311.49266,4.72e-58,3.21e-54
3224,TCEAL4,-0.13637,-0.15173,-0.14981,-0.03783,-0.16252,-0.21226,-0.28497,-0.25485,-0.14092,-0.05323,0.00867,-0.10227,-0.11847,-0.20774,-0.2201,98.96012,7.5e-15,4.19e-11
3225,TCEAL8,-0.18764,-0.17558,-0.13274,-0.03794,-0.15615,-0.18355,-0.24208,-0.22422,-0.15728,-0.10865,-0.03263,-0.11875,-0.17695,-0.15272,-0.16634,63.85976,2.44e-08,0.000113
3226,TCEB1,-0.30616,-0.28792,-0.23199,-0.16569,-0.16455,-0.02229,-0.28606,-0.30373,-0.23063,-0.18488,-0.11943,-0.11436,-0.24347,-0.21858,-0.12777,165.0729,6.76e-28,4.22e-24
3227,TCEB2,-0.3189,-0.25714,-0.24609,-0.23636,-0.25312,-0.06036,-0.2752,-0.24591,-0.21892,-0.20043,-0.04794,-0.17731,-0.20298,-0.2459,-0.20404,125.37876,5.53e-20,3.29e-16
3228,TCERG1,-0.28036,-0.24459,-0.19211,-0.14333,-0.14734,-0.05915,-0.19203,-0.29598,-0.22129,-0.10564,-0.14435,-0.12627,-0.22695,-0.21987,-0.20372,112.54919,1.79e-17,1.04e-13
3229,TCF25,-0.24129,-0.23835,-0.19295,-0.26054,-0.15632,-0.11227,-0.30499,-0.28768,-0.20315,-0.15595,-0.05845,-0.06398,-0.19475,-0.24111,-0.22492,113.99001,9.38e-18,5.46e-14
3230,TCF3,-0.32922,-0.28624,-0.27981,-0.25719,-0.18235,-0.01645,0.09482,-0.10833,-0.25448,-0.20986,-0.31212,-0.26737,-0.26431,-0.25798,-0.09978,230.22146,3.47e-41,2.27e-37
3231,TCF4,-0.14007,-0.19131,-0.03442,-0.22205,-0.1609,-0.19877,-0.29411,-0.29623,-0.22329,-0.07868,-0.22395,-0.13076,0.37508,1.23466,1.80771,646.26097,7.47e-129,5.37e-125
3232,TCFL5,-0.03249,-0.02675,-0.05357,-0.10627,-0.06801,-0.08538,0.02077,0.06897,-0.04911,-0.0758,-0.07746,-0.07268,-0.04808,-0.04781,-0.08535,82.33904,1.04e-11,5.43e-08
3233,TCHP,-0.04875,-0.07031,-0.08186,-0.08442,-0.09217,-0.06893,-0.04536,0.02097,-0.08797,-0.08717,-0.08301,-0.09125,-0.05349,-0.06932,-0.08531,48.42803,1.12e-05,0.043
3234,TCP1,-0.3413,-0.27468,-0.249,-0.11417,-0.12699,0.0344,-0.27287,-0.45267,-0.20893,-0.20097,-0.21204,-0.2243,-0.2609,-0.2213,-0.19388,336.27227,3.1e-63,2.13e-59
3235,TCP11L2,-0.08782,-0.09214,-0.09214,-0.06133,-0.09214,-0.07537,-0.0005,-0.00137,-0.06923,-0.09214,-0.07626,-0.08712,-0.08989,-0.08428,-0.07277,270.69241,1.48e-49,9.93e-46
3236,TCTN1,-0.03034,-0.07978,-0.07836,-0.04612,-0.10969,-0.10504,-0.03626,0.03622,-0.07786,-0.09123,-0.07334,-0.06512,-0.08241,-0.04306,-0.0928,76.07865,1.5e-10,7.59e-07
3237,TCTN3,-0.01165,-0.0852,-0.09046,-0.10418,-0.09154,-0.10115,0.01385,0.0175,-0.0872,-0.09674,-0.09631,-0.09665,-0.08726,-0.05005,-0.10232,82.55782,9.46e-12,4.95e-08
3238,TDRD3,-0.10099,-0.11551,-0.11556,-0.11939,-0.11755,-0.10397,-0.01297,0.02205,-0.11681,-0.11604,-0.11171,-0.1116,-0.11968,-0.11147,-0.1161,69.88375,2.03e-09,9.85e-06
3239,TERF2IP,-0.18121,-0.17119,-0.20007,-0.14095,-0.16929,-0.1588,-0.02929,0.44487,-0.18442,-0.20497,-0.21471,-0.2199,-0.16744,-0.16871,-0.18585,414.37642,1.18e-79,8.24e-76
3240,TESC,-0.31732,-0.28523,-0.31151,-0.25855,-0.29104,-0.06876,0.17013,0.12144,-0.30066,-0.29362,-0.17705,-0.21914,-0.30948,-0.28903,-0.29193,277.77076,5.02e-51,3.37e-47
3241,TEX30,-0.2084,-0.20541,-0.17707,-0.16662,-0.15815,-0.05502,-0.19201,-0.17903,-0.15905,-0.16102,-0.16904,-0.19697,-0.17161,-0.18996,-0.10632,62.66219,3.98e-08,0.000182
3242,TFAM,-0.26001,-0.22297,-0.14268,-0.175,-0.23408,-0.04762,-0.27184,-0.23748,-0.19873,-0.12646,-0.1829,-0.16841,-0.14279,-0.14747,-0.22241,110.76294,3.98e-17,2.3e-13
3243,TFDP1,-0.42723,-0.41986,-0.35311,-0.35639,-0.37987,-0.00654,0.69009,0.33015,-0.36582,-0.31448,-0.38644,-0.36265,-0.3519,-0.36332,-0.34992,860.96785,9.9e-175,7.21e-171
3244,TFE3,-0.05275,-0.06369,-0.06813,-0.07389,-0.07469,-0.08425,0.00423,0.17168,-0.07061,-0.09383,-0.07967,-0.0652,-0.06623,-0.06867,-0.07336,148.32795,1.55e-24,9.54e-21
3245,TFG,-0.21009,-0.1839,-0.16844,-0.17446,-0.17879,-0.09315,-0.24774,-0.25106,-0.09788,-0.1546,-0.06951,-0.10287,-0.1959,-0.2151,-0.17452,59.75831,1.29e-07,0.000575
3246,TFPI,-0.08129,-0.07016,-0.09676,-0.08629,-0.09483,-0.10325,-0.04852,0.05116,-0.11552,-0.10176,-0.11547,-0.11629,-0.10302,-0.07224,-0.10231,61.74514,5.79e-08,0.000262
3247,TFR2,-0.28446,-0.27158,-0.30221,-0.24237,-0.16149,0.08913,-0.11861,-0.19572,-0.20137,-0.28909,-0.28955,-0.29522,-0.29447,-0.30396,-0.24335,397.99031,3.36e-76,2.33e-72
3248,TFRC,-0.47885,-0.42758,-0.46271,-0.39438,-0.37272,-0.06935,1.59209,1.09482,-0.39598,-0.45403,-0.42932,-0.45481,-0.46109,-0.47374,-0.43043,2339.36992,0.0,0.0
3249,TGDS,-0.05534,-0.10172,-0.11159,-0.10884,-0.10694,-0.10799,0.00769,-0.05725,-0.10296,-0.11629,-0.11706,-0.13096,-0.09323,-0.0783,-0.11234,49.5763,7.19e-06,0.0282
3250,TGOLN2,-0.2256,-0.09916,-0.16152,-0.02971,-0.13033,-0.11457,-0.31761,-0.35975,-0.05989,-0.07893,-0.10349,0.04181,-0.10498,-0.1972,-0.17899,151.7151,3.26e-25,2.01e-21
3251,THAP1,-0.00389,-0.06668,-0.06564,-0.07784,-0.07463,-0.07745,0.06172,0.08199,-0.07903,-0.06704,-0.07976,-0.07779,-0.03823,-0.04551,-0.0473,95.70407,3.14e-14,1.73e-10
3252,THAP11,-0.22502,-0.19818,-0.17368,-0.17352,-0.17583,-0.07951,-0.22962,-0.18805,-0.20115,-0.15956,-0.17038,-0.11575,-0.19452,-0.17467,-0.2257,50.10745,5.86e-06,0.0232
3253,THEM6,-0.19152,-0.19059,-0.18564,-0.18925,-0.13732,-0.05548,-0.18259,-0.14456,-0.19899,-0.16676,-0.18697,-0.2009,-0.1855,-0.20036,-0.18685,52.19447,2.61e-06,0.0106
3254,THOC2,-0.24866,-0.16932,-0.20945,-0.15509,-0.1024,-0.05319,-0.14235,-0.27312,-0.19251,-0.1304,-0.20436,-0.16027,-0.19559,-0.21535,-0.11552,93.94306,6.79e-14,3.72e-10
3255,THOC3,-0.35704,-0.28726,-0.27168,-0.18803,-0.17383,0.0592,-0.24874,-0.35951,-0.24905,-0.15845,-0.24003,-0.23958,-0.23852,-0.23681,-0.22536,347.88901,1.14e-65,7.83e-62
3256,THOC7,-0.31689,-0.22739,-0.19893,-0.05893,-0.00266,-0.00134,-0.39724,-0.38264,-0.26999,-0.16802,-0.15944,-0.16275,-0.19903,-0.23684,-0.30841,253.40768,5.67e-46,3.76e-42
3257,THRAP3,-0.23336,-0.20447,-0.1779,-0.15346,-0.13858,-0.09815,-0.19168,-0.26352,-0.08564,-0.0867,-0.14985,-0.09314,-0.17509,-0.17865,-0.1734,49.81334,6.56e-06,0.0258
3258,THUMPD3,-0.09654,-0.1182,-0.12199,-0.08092,-0.13786,-0.10607,0.01753,-0.03568,-0.12302,-0.11718,-0.11552,-0.10542,-0.12241,-0.11009,-0.12286,51.64589,3.23e-06,0.0131
3259,THYN1,-0.24907,-0.20751,-0.19375,-0.12877,-0.10775,-0.09571,-0.24518,-0.23645,-0.18634,-0.16034,-0.16762,-0.20479,-0.1862,-0.19939,-0.18847,62.39448,4.44e-08,0.000203
3260,TIA1,-0.23066,-0.1626,-0.18896,-0.18321,-0.16816,-0.12105,-0.27643,-0.27077,-0.13417,-0.13559,-0.15454,-0.12554,-0.18167,-0.13545,-0.14388,58.11538,2.5e-07,0.00109
3261,TIAL1,-0.25007,-0.16108,-0.18685,-0.0851,-0.07303,-0.07253,-0.25741,-0.28244,-0.1868,-0.12141,-0.15772,-0.1124,-0.24134,-0.19746,-0.16792,77.95093,6.78e-11,3.47e-07
3262,TIGD5,-0.05116,-0.07812,-0.08487,-0.11452,-0.07035,-0.10884,-0.01779,-0.04496,-0.07956,-0.11213,-0.11694,-0.11001,-0.07309,-0.04694,-0.08267,48.62205,1.04e-05,0.04
3263,TIMELESS,-0.22642,-0.2136,-0.18995,-0.19522,-0.17422,-0.06123,-0.09911,-0.1995,-0.14832,-0.16064,-0.17702,-0.18729,-0.18977,-0.18786,-0.12012,69.21981,2.67e-09,1.29e-05
3264,TIMM13,-0.31902,-0.28272,-0.25908,-0.18669,-0.13279,-0.00018,-0.36386,-0.28866,-0.27178,-0.18558,-0.14279,-0.18605,-0.24468,-0.28677,-0.29419,254.62823,3.17e-46,2.11e-42
3265,TIMM17B,-0.23008,-0.23343,-0.20969,-0.14867,-0.17236,-0.07611,-0.20482,-0.1998,-0.17209,-0.15179,-0.10587,-0.09403,-0.20499,-0.20482,-0.14858,64.78026,1.67e-08,7.81e-05
3266,TIMM22,-0.0426,-0.06745,-0.08556,-0.10296,-0.10679,-0.10258,0.01866,0.00399,-0.10428,-0.11372,-0.12733,-0.11714,-0.06988,-0.06272,-0.0621,89.35537,5.02e-13,2.71e-09
3267,TIMM23,-0.20549,-0.19046,-0.17427,-0.16228,-0.08822,-0.03153,-0.15863,-0.16654,-0.11103,-0.1169,-0.09492,-0.1119,-0.15355,-0.18465,-0.16189,59.55732,1.4e-07,0.000622
3268,TIMM50,-0.21166,-0.21132,-0.21412,-0.17249,-0.2208,-0.0785,-0.18319,-0.16055,-0.18316,-0.15102,-0.10843,-0.1149,-0.19748,-0.20386,-0.18629,49.20415,8.29e-06,0.0323
3269,TIMM8A,-0.04731,-0.08279,-0.10573,-0.11496,-0.11402,-0.10073,-0.03404,-0.00199,-0.11466,-0.10996,-0.0887,-0.11095,-0.09894,-0.04959,-0.10974,72.81875,5.93e-10,2.95e-06
3270,TIMM8B,-0.34603,-0.27238,-0.2676,-0.26774,-0.20135,-0.02998,-0.34823,-0.3547,-0.26811,-0.17977,-0.06538,-0.10885,-0.30454,-0.25918,-0.20886,238.82955,5.83e-43,3.84e-39
3271,TIMM9,-0.21546,-0.23637,-0.22656,-0.17676,-0.2219,-0.07054,-0.28363,-0.25696,-0.22685,-0.15008,-0.16456,-0.18785,-0.227,-0.21874,-0.30076,105.25198,4.64e-16,2.64e-12
3272,TIMMDC1,-0.23593,-0.25642,-0.20843,-0.17194,-0.1771,-0.09063,-0.25536,-0.23419,-0.2183,-0.14974,-0.12414,-0.16023,-0.22434,-0.24082,-0.17288,67.10632,6.42e-09,3.05e-05
3273,TIMP2,-0.10904,-0.12491,-0.1095,-0.13569,-0.13671,-0.17585,-0.20515,-0.18706,-0.13646,-0.05856,-0.02072,0.11945,-0.06549,-0.10923,-0.08631,86.39365,1.81e-12,9.65e-09
3274,TIPRL,-0.2246,-0.21476,-0.15293,-0.1016,-0.07836,-0.09875,-0.20251,-0.21334,-0.13135,-0.10679,-0.0645,-0.11453,-0.19031,-0.17452,-0.17472,62.40923,4.42e-08,0.000201
3275,TK1,-0.28365,-0.25066,-0.20139,-0.1889,-0.20566,-0.07145,-0.02122,-0.23291,-0.15743,-0.18431,-0.18466,-0.23302,-0.24917,-0.24827,-0.11605,93.03211,1.01e-13,5.52e-10
3276,TKT,-0.14881,-0.09997,-0.0782,-0.08342,-0.06248,-0.12504,-0.38742,-0.38993,-0.20694,-0.16468,-0.23728,0.03011,-0.03005,-0.05138,-0.26641,185.79084,4.32e-32,2.74e-28
